LoRA,Gemma,Falcon,Llama,Qwen,Mistral,Granite
BertScoreF1,0.8552900612538461,0.8792510999478261,0.8517192709782608,0.8379357283715719,0.868267860302341,0.8274947022103679
BleuScore,7.389508808444147,8.717131806000669,6.435348193929766,3.758860295741137,9.43099885286923,3.965899401426341
Grammar,4.260869565217392,0.5785953177257525,5.137123745819398,13.1438127090301,2.6956521739130435,28.993311036789297
MiniLM,0.755272257190301,0.7633200531023412,0.6854610812761539,0.7173181238722742,0.7596185389371571,0.5751626976414745
MPNet,0.8191525005147157,0.823598570647826,0.7252206018686287,0.7739677333026755,0.8181860352244147,0.6222465795755519
WordValidity,0.1754693153724414,0.1860105108210033,0.174246967830515,0.2021194573892308,0.1791160712138127,0.2696512639886287
